日期,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,RSI,MACD,MACD_Signal
2022-02-08,106.5,107.5,105.0,105.5,105.5,105.85,106.125,50.0,-0.023343554719588155,0.09342419019104785
2022-02-09,105.0,106.5,104.5,105.5,105.5,105.8,106.125,48.484848484848484,-0.05455960581440422,0.06382743098995744
2022-02-10,105.5,106.5,105.0,106.5,105.9,105.8,106.2,41.379310344827594,0.0013772157587794709,0.05133738794372185
2022-02-11,106.0,106.5,105.0,106.0,106.1,105.8,106.225,41.379310344827594,0.005300626213454507,0.04213003559766838
2022-02-14,106.5,107.0,104.5,105.0,105.7,105.55,106.15,42.857142857142854,-0.07145796247549185,0.01941243598303634
2022-02-15,105.0,105.5,104.0,104.0,105.4,105.45,106.075,42.857142857142854,-0.21055420190444352,-0.026580891594459637
2022-02-16,104.5,107.0,104.0,106.5,105.6,105.55,106.125,50.0,-0.11770305955498372,-0.04480532518656446
2022-02-17,106.5,107.5,105.0,105.5,105.4,105.65,106.1,48.484848484848484,-0.12338717242016628,-0.06052169463328482
2022-02-18,105.0,106.5,105.0,106.0,105.4,105.75,105.95,45.16129032258065,-0.08654837569152107,-0.06572703084493207
2022-02-21,105.5,106.5,105.0,105.0,105.4,105.55,105.775,50.0,-0.136471844058633,-0.07987599348767227
2022-02-22,105.5,105.5,104.0,104.0,105.4,105.4,105.625,44.827586206896555,-0.25380251763334627,-0.11466129831680708
2022-02-23,105.0,105.5,104.0,105.0,105.1,105.35,105.575,51.72413793103448,-0.2630638428826586,-0.1443418072299774
2022-02-24,104.5,105.5,104.0,104.0,104.8,105.1,105.45,46.666666666666664,-0.3470940681591088,-0.18489225941580367
2022-02-25,104.0,105.0,103.5,105.0,104.6,105.0,105.4,42.857142857142854,-0.3292021470148967,-0.2137542369356223
2022-03-01,106.0,108.5,105.5,108.0,105.2,105.3,105.425,58.064516129032256,-0.07211642934333895,-0.18542667541716562
2022-03-02,109.0,110.0,107.5,108.5,106.1,105.75,105.6,59.375,0.1700118842664864,-0.11433896348043522
2022-03-03,109.0,109.5,108.0,109.0,106.9,106.0,105.775,58.064516129032256,0.3976621369890978,-0.011938743386528616
2022-03-04,108.0,108.5,107.0,108.0,107.7,106.25,105.95,56.25,0.49171675508243595,0.0887923563072643
2022-03-07,107.0,107.5,105.5,106.0,107.9,106.25,106.0,52.94117647058823,0.40025850139393526,0.15108558532459848
2022-03-08,106.0,106.0,103.0,104.0,107.1,106.15,105.85,50.0,0.16449766444262082,0.15376800114820294
2022-03-09,105.0,106.0,104.5,105.5,106.5,106.3,105.85,47.05882352941176,0.09756826039880195,0.14252805299832275
2022-03-10,106.0,107.0,104.5,105.0,105.7,106.3,105.825,48.484848484848484,0.004132764234569208,0.11484899524557204
2022-03-11,107.0,108.0,105.5,106.5,105.4,106.55,105.825,51.42857142857143,0.05053933830265578,0.1019870638569888
2022-03-14,107.0,107.5,105.5,106.5,105.5,106.7,105.85,54.54545454545455,0.08632181840383168,0.09885401476635738
2022-03-15,106.5,106.5,105.0,106.0,105.9,106.5,105.9,56.25,0.07348676072351168,0.09378056395778825
2022-03-16,105.5,106.5,104.5,106.0,106.0,106.25,106.0,53.33333333333333,0.06259334788880722,0.08754312074399205
2022-03-17,107.5,108.0,106.0,107.0,106.4,106.05,106.025,60.0,0.133117387999647,0.09665797419512305
2022-03-18,107.5,107.5,105.5,106.0,106.3,105.85,106.05,53.33333333333333,0.10708217853662916,0.09874281506342428
2022-03-21,106.0,108.0,106.0,107.5,106.5,106.0,106.125,48.14814814814815,0.2051220323358507,0.12001865851790958
2022-03-22,107.0,107.5,106.5,107.5,106.8,106.35,106.25,46.15384615384615,0.2795963105849779,0.15193418893132324
2022-03-23,107.5,107.5,107.0,107.5,107.1,106.55,106.425,43.99999999999999,0.3347588213432857,0.18849911541371575
2022-03-24,106.5,107.5,106.5,107.0,107.1,106.75,106.525,45.833333333333336,0.3342763574491556,0.21765456382080373
2022-03-25,106.5,107.0,106.0,106.5,107.2,106.75,106.65,52.38095238095237,0.29020290160676154,0.2321642313779953
2022-03-28,106.5,106.5,105.5,105.5,106.8,106.65,106.675,57.89473684210526,0.1725931809142054,0.22025002128523735
2022-03-29,106.0,106.5,105.0,105.5,106.4,106.6,106.55,50.0,0.07848193899366152,0.1918964048269222
2022-03-30,106.0,107.0,105.5,106.5,106.2,106.65,106.45,58.82352941176471,0.08362575869702482,0.17024227560094274
2022-03-31,106.5,107.0,106.0,106.5,106.1,106.6,106.325,50.0,0.08670281677005676,0.15353438383476556
2022-04-01,105.5,107.0,105.5,107.0,106.2,106.7,106.275,53.33333333333333,0.12801159085269376,0.14842982523835122
2022-04-06,106.0,107.5,105.5,107.0,106.5,106.65,106.325,57.14285714285714,0.15891719344332955,0.1505272988793469
2022-04-07,106.5,107.0,106.0,106.5,106.7,106.55,106.45,53.33333333333333,0.14143392261327392,0.14870862362613232
2022-04-08,107.0,107.5,105.5,106.5,106.7,106.45,106.5,46.15384615384615,0.12612442070809493,0.14419178304252486
2022-04-11,106.0,106.5,105.0,105.5,106.5,106.3,106.525,46.15384615384615,0.03292040160052068,0.12193750675412403
2022-04-12,106.0,106.0,104.5,105.0,106.1,106.15,106.45,27.272727272727266,-0.0803638914507161,0.081477227113156
2022-04-13,105.0,106.0,104.5,105.5,105.8,106.15,106.4,33.33333333333333,-0.1283175239956904,0.03951827689138672
2022-04-14,106.0,106.0,105.0,105.5,105.6,106.15,106.375,33.33333333333333,-0.1644257258586066,-0.0012705236586119453
2022-04-15,105.0,106.0,105.0,105.0,105.3,106.0,106.325,33.33333333333333,-0.23072787004342388,-0.04716199293557433
2022-04-18,105.0,105.5,104.5,104.5,105.1,105.8,106.2,33.33333333333333,-0.3199306568543818,-0.10171572571933585
2022-04-19,105.0,105.5,105.0,105.5,105.2,105.65,106.175,50.0,-0.30640086695581203,-0.1426527539666311
2022-04-20,105.5,106.5,105.0,106.5,105.4,105.6,106.125,57.14285714285714,-0.21253677667110082,-0.15662955850752505
2022-04-21,107.0,107.0,106.0,107.0,105.7,105.65,106.1,53.846153846153854,-0.09668842357999097,-0.14464133152201825
2022-04-22,106.0,107.0,106.0,107.0,106.1,105.7,106.075,53.846153846153854,-0.0048221820005664995,-0.1166775016177279
2022-04-25,106.0,106.5,105.0,106.0,106.4,105.75,106.025,42.857142857142854,-0.012564332535205835,-0.09585486780122349
2022-04-26,105.5,106.0,105.0,105.5,106.4,105.8,105.975,39.99999999999999,-0.05837297660040974,-0.08835848956106074
2022-04-27,105.0,105.0,104.0,104.5,106.0,105.7,105.925,37.5,-0.1733698005648847,-0.10536075176182555
2022-04-28,104.5,105.0,104.0,104.5,105.5,105.6,105.875,37.5,-0.2614913030947008,-0.1365868620284006
2022-04-29,105.0,105.5,104.5,105.5,105.2,105.65,105.825,50.0,-0.24778032868820787,-0.15882555536036205
2022-05-03,106.0,106.0,105.0,106.0,105.2,105.8,105.8,56.25,-0.19432836493739103,-0.16592611727576784
2022-05-04,106.0,106.5,105.5,106.5,105.4,105.9,105.775,56.25,-0.11034943761197269,-0.1548107813430088
2022-05-05,106.5,107.0,105.5,106.0,105.7,105.85,105.725,52.94117647058823,-0.08318247816769997,-0.14048512070794703
2022-05-06,105.5,106.0,105.0,105.5,105.9,105.7,105.675,52.94117647058823,-0.1008359147493394,-0.1325552795162255
2022-05-09,104.5,105.0,103.5,103.5,105.5,105.35,105.525,45.00000000000001,-0.27306198711673346,-0.1606566210363271
2022-05-10,102.5,103.5,101.5,103.5,105.0,105.1,105.425,38.888888888888886,-0.4048851265827267,-0.20950232214560705
