Price,Adj Close,Close,High,Low,Open,Volume,MA5,MA10,Label
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,,
2024-01-16 00:00:00+00:00,182.93582153320312,183.6300048828125,184.25999450683594,180.92999267578125,182.16000366210938,65603000,185.29400024414062,184.5009994506836,1
2024-01-17 00:00:00+00:00,181.98941040039062,182.67999267578125,182.92999267578125,180.3000030517578,181.27000427246094,47317400,184.8019989013672,184.2049987792969,1
2024-01-18 00:00:00+00:00,187.91693115234375,188.6300048828125,189.13999938964844,185.8300018310547,186.08999633789062,78005800,185.28999938964844,184.64299926757812,1
2024-01-19 00:00:00+00:00,190.83584594726562,191.55999755859375,191.9499969482422,188.82000732421875,189.3300018310547,68741000,186.48399963378907,185.60799865722657,1
2024-01-22 00:00:00+00:00,193.1570281982422,193.88999938964844,195.3300018310547,192.25999450683594,192.3000030517578,60133900,188.0779998779297,186.87899932861328,1
2024-01-23 00:00:00+00:00,194.44215393066406,195.17999267578125,195.75,193.8300018310547,195.02000427246094,42355600,190.38799743652345,187.84099884033202,1
2024-01-24 00:00:00+00:00,193.7647247314453,194.5,196.3800048828125,194.33999633789062,195.4199981689453,53631300,192.7519989013672,188.7769989013672,1
2024-01-25 00:00:00+00:00,193.43597412109375,194.1699981689453,196.27000427246094,193.11000061035156,195.22000122070312,54822100,193.85999755859376,189.5749984741211,1
2024-01-26 00:00:00+00:00,191.69259643554688,192.4199981689453,194.75999450683594,191.94000244140625,194.27000427246094,44594000,194.03199768066406,190.25799865722655,1
2024-01-29 00:00:00+00:00,191.0052032470703,191.72999572753906,192.1999969482422,189.5800018310547,192.00999450683594,47145600,193.5999969482422,190.83899841308593,1
2024-01-30 00:00:00+00:00,187.3291473388672,188.0399932861328,191.8000030517578,187.47000122070312,190.94000244140625,55859400,192.1719970703125,191.27999725341797,1
2024-01-31 00:00:00+00:00,183.70291137695312,184.39999389648438,187.10000610351562,184.35000610351562,187.0399932861328,55467800,190.15199584960936,191.45199737548828,0
2024-02-01 00:00:00+00:00,186.15362548828125,186.86000061035156,186.9499969482422,183.82000732421875,183.99000549316406,64885400,188.68999633789062,191.27499694824218,0
2024-02-02 00:00:00+00:00,185.14743041992188,185.85000610351562,187.3300018310547,179.25,179.86000061035156,102518000,187.3759979248047,190.70399780273436,0
2024-02-05 00:00:00+00:00,186.9705047607422,187.67999267578125,189.25,185.83999633789062,188.14999389648438,69668800,186.5659973144531,190.08299713134767,0
2024-02-06 00:00:00+00:00,188.5843963623047,189.3000030517578,189.30999755859375,186.77000427246094,186.86000061035156,43490800,186.81799926757813,189.4949981689453,0
2024-02-07 00:00:00+00:00,188.69398498535156,189.41000366210938,191.0500030517578,188.61000061035156,190.63999938964844,53439000,187.82000122070312,188.98599853515626,0
2024-02-08 00:00:00+00:00,187.6081085205078,188.32000732421875,189.5399932861328,187.35000610351562,189.38999938964844,40962000,188.11200256347655,188.4009994506836,0
2024-02-09 00:00:00+00:00,188.37615966796875,188.85000610351562,189.99000549316406,188.0,188.64999389648438,45155200,188.71200256347657,188.04400024414062,1
2024-02-12 00:00:00+00:00,186.680419921875,187.14999389648438,188.6699981689453,186.7899932861328,188.4199981689453,41781900,188.6060028076172,187.58600006103515,1
2024-02-13 00:00:00+00:00,184.57571411132812,185.0399932861328,186.2100067138672,183.50999450683594,185.77000427246094,56529500,187.75400085449218,187.28600006103517,1
2024-02-14 00:00:00+00:00,183.6879425048828,184.14999389648438,185.52999877929688,182.44000244140625,185.32000732421875,54630500,186.70199890136718,187.26100006103516,0
2024-02-15 00:00:00+00:00,183.398681640625,183.86000061035156,184.49000549316406,181.35000610351562,183.5500030517578,65434500,185.80999755859375,186.96100006103515,0
2024-02-16 00:00:00+00:00,181.85255432128906,182.30999755859375,184.85000610351562,181.6699981689453,183.4199981689453,49701400,184.5019958496094,186.60699920654298,0
2024-02-20 00:00:00+00:00,181.1044464111328,181.55999755859375,182.42999267578125,180.0,181.7899932861328,53665600,183.38399658203124,185.99499969482423,0
2024-02-21 00:00:00+00:00,181.862548828125,182.32000732421875,182.88999938964844,180.66000366210938,181.94000244140625,41529700,182.83999938964843,185.2970001220703,0
2024-02-22 00:00:00+00:00,183.9073944091797,184.3699951171875,184.9600067138672,182.4600067138672,183.47999572753906,52292200,182.88399963378907,184.79299926757812,0
2024-02-23 00:00:00+00:00,182.06204223632812,182.52000427246094,185.0399932861328,182.22999572753906,185.00999450683594,45119700,182.61600036621093,184.21299896240234,0
2024-02-26 00:00:00+00:00,180.70545959472656,181.16000366210938,182.75999450683594,180.64999389648438,182.24000549316406,40867400,182.38600158691406,183.44399871826172,0
2024-02-27 00:00:00+00:00,182.17176818847656,182.6300048828125,183.9199981689453,179.55999755859375,181.10000610351562,54318900,182.60000305175782,182.99199981689452,0
2024-02-28 00:00:00+00:00,180.9647979736328,181.4199981689453,183.1199951171875,180.1300048828125,182.50999450683594,48953900,182.4200012207031,182.63000030517577,0
2024-02-29 00:00:00+00:00,180.29647827148438,180.75,182.57000732421875,179.52999877929688,181.27000427246094,136682600,181.6960021972656,182.29000091552734,0
2024-03-01 00:00:00+00:00,179.209228515625,179.66000366210938,180.52999877929688,177.3800048828125,179.5500030517578,73488000,181.1240020751953,181.87000122070313,0
2024-03-04 00:00:00+00:00,174.66065979003906,175.10000610351562,176.89999389648438,173.7899932861328,176.14999389648438,81510100,179.91200256347656,181.1490020751953,0
2024-03-05 00:00:00+00:00,169.6931610107422,170.1199951171875,172.0399932861328,169.6199951171875,170.75999450683594,95132400,177.41000061035157,180.0050018310547,0
2024-03-06 00:00:00+00:00,168.69564819335938,169.1199951171875,171.24000549316406,168.67999267578125,171.05999755859375,68587700,174.95,178.68500061035155,0
2024-03-07 00:00:00+00:00,168.57595825195312,169.0,170.72999572753906,168.49000549316406,169.14999389648438,71765100,172.6,177.14800109863282,0
2024-03-08 00:00:00+00:00,170.30160522460938,170.72999572753906,173.6999969482422,168.94000244140625,169.0,76114600,170.81399841308593,175.96900024414063,0
2024-03-11 00:00:00+00:00,172.31655883789062,172.75,174.3800048828125,172.0500030517578,172.94000244140625,60139500,170.3439971923828,175.12799987792968,0
2024-03-12 00:00:00+00:00,172.7953338623047,173.22999572753906,174.02999877929688,171.00999450683594,173.14999389648438,59825400,170.96599731445312,174.18799896240233,0
2024-03-13 00:00:00+00:00,170.70062255859375,171.1300048828125,173.19000244140625,170.75999450683594,172.77000427246094,52488700,171.3679992675781,173.15899963378905,0
2024-03-14 00:00:00+00:00,172.56593322753906,173.0,174.30999755859375,172.0500030517578,172.91000366210938,72913500,172.16799926757812,172.38399963378907,0
2024-03-15 00:00:00+00:00,172.18687438964844,172.6199951171875,172.6199951171875,170.2899932861328,171.1699981689453,121664700,172.5459991455078,171.67999877929688,1
2024-03-18 00:00:00+00:00,173.28411865234375,173.72000122070312,177.7100067138672,173.52000427246094,175.57000732421875,75604200,172.73999938964843,171.54199829101563,1
2024-03-19 00:00:00+00:00,175.63819885253906,176.0800018310547,176.61000061035156,173.02999877929688,174.33999633789062,55215200,173.31000061035155,172.13799896240235,1
2024-03-20 00:00:00+00:00,178.22171020507812,178.6699981689453,178.6699981689453,175.08999633789062,175.72000122070312,53423100,174.81799926757813,173.09299926757814,1
2024-03-21 00:00:00+00:00,170.9400177001953,171.3699951171875,177.49000549316406,170.83999633789062,177.0500030517578,106181300,174.49199829101562,173.3299987792969,1
2024-03-22 00:00:00+00:00,171.8477325439453,172.27999877929688,173.0500030517578,170.05999755859375,171.75999450683594,71106600,174.4239990234375,173.48499908447266,1
2024-03-25 00:00:00+00:00,170.42132568359375,170.85000610351562,171.94000244140625,169.4499969482422,170.57000732421875,54288300,173.85,173.2949996948242,1
2024-03-26 00:00:00+00:00,169.28419494628906,169.7100067138672,171.4199981689453,169.5800018310547,170.0,57388400,172.5760009765625,172.94300079345703,0
2024-03-27 00:00:00+00:00,172.87513732910156,173.30999755859375,173.60000610351562,170.11000061035156,170.41000366210938,60273300,171.50400085449218,173.16100006103517,0
2024-03-28 00:00:00+00:00,171.04974365234375,171.47999572753906,172.22999572753906,170.50999450683594,171.75,65672700,171.5260009765625,173.00899963378907,0
2024-04-01 00:00:00+00:00,169.60337829589844,170.02999877929688,171.25,169.47999572753906,171.19000244140625,46240500,171.0760009765625,172.75,0
2024-04-02 00:00:00+00:00,168.41635131835938,168.83999633789062,169.33999633789062,168.22999572753906,169.0800018310547,49329500,170.6739990234375,172.26199951171876,0
2024-04-03 00:00:00+00:00,169.2243194580078,169.64999389648438,170.67999267578125,168.5800018310547,168.7899932861328,47691700,170.66199645996093,171.6189987182617,0
2024-04-04 00:00:00+00:00,168.39642333984375,168.82000732421875,171.9199981689453,168.82000732421875,170.2899932861328,53704400,169.76399841308594,170.63399963378907,0
2024-04-05 00:00:00+00:00,169.1544952392578,169.5800018310547,170.38999938964844,168.9499969482422,169.58999633789062,42055200,169.38399963378907,170.4550003051758,0
2024-04-08 00:00:00+00:00,168.02734375,168.4499969482422,169.1999969482422,168.24000549316406,169.02999877929688,37425500,169.06799926757813,170.0720001220703,0
2024-04-09 00:00:00+00:00,169.24427795410156,169.6699981689453,170.0800018310547,168.35000610351562,168.6999969482422,42451200,169.23399963378907,169.9539993286133,0
2024-04-10 00:00:00+00:00,167.35902404785156,167.77999877929688,169.08999633789062,167.11000061035156,168.8000030517578,49709300,168.86000061035156,169.76099853515626,0
2024-04-11 00:00:00+00:00,174.60079956054688,175.0399932861328,175.4600067138672,168.16000366210938,168.33999633789062,91070300,170.10399780273437,169.93399810791016,1
2024-04-12 00:00:00+00:00,176.10702514648438,176.5500030517578,178.36000061035156,174.2100067138672,174.25999450683594,101593300,171.497998046875,170.44099884033204,1
2024-04-15 00:00:00+00:00,172.25669860839844,172.69000244140625,176.6300048828125,172.5,175.36000061035156,73531800,172.34599914550782,170.70699920654297,1
2024-04-16 00:00:00+00:00,168.95501708984375,169.3800048828125,173.75999450683594,168.27000427246094,171.75,73711200,172.28800048828126,170.76100006103516,1
2024-04-17 00:00:00+00:00,167.57847595214844,168.0,170.64999389648438,168.0,169.61000061035156,50901200,172.33200073242188,170.59600067138672,1
2024-04-18 00:00:00+00:00,166.62088012695312,167.0399932861328,168.63999938964844,166.5500030517578,168.02999877929688,43122900,170.73200073242188,170.41799926757812,1
2024-04-19 00:00:00+00:00,164.58599853515625,165.0,166.39999389648438,164.0800018310547,166.2100067138672,67772100,168.4220001220703,169.95999908447266,0
2024-04-22 00:00:00+00:00,165.4238739013672,165.83999633789062,167.25999450683594,164.77000427246094,165.52000427246094,48116400,167.0519989013672,169.6989990234375,0
2024-04-23 00:00:00+00:00,166.48121643066406,166.89999389648438,167.0500030517578,164.9199981689453,165.35000610351562,49537800,166.55599670410157,169.4219985961914,0
2024-04-24 00:00:00+00:00,168.59591674804688,169.02000427246094,169.3000030517578,166.2100067138672,166.5399932861328,48251800,166.75999755859374,169.5459991455078,0
2024-04-25 00:00:00+00:00,169.46372985839844,169.88999938964844,170.61000061035156,168.14999389648438,169.52999877929688,50558300,167.3299987792969,169.03099975585937,0
2024-04-26 00:00:00+00:00,168.87521362304688,169.3000030517578,171.33999633789062,169.17999267578125,169.8800048828125,44838400,168.18999938964845,168.30599975585938,0
2024-04-29 00:00:00+00:00,173.06466674804688,173.5,176.02999877929688,173.10000610351562,173.3699951171875,68169400,169.7220001220703,168.38699951171876,1
2024-04-30 00:00:00+00:00,169.9026336669922,170.3300018310547,174.99000549316406,170.0,173.3300018310547,65934800,170.4080017089844,168.48199920654298,1
2024-05-01 00:00:00+00:00,168.87521362304688,169.3000030517578,172.7100067138672,169.11000061035156,169.5800018310547,50383100,170.46400146484376,168.61199951171875,1
2024-05-02 00:00:00+00:00,172.59584045410156,173.02999877929688,173.4199981689453,170.88999938964844,172.50999450683594,94214900,171.09200134277344,169.21100006103515,1
2024-05-03 00:00:00+00:00,182.9198760986328,183.3800048828125,187.0,182.66000366210938,186.64999389648438,163224100,173.9080017089844,171.04900054931642,1
2024-05-06 00:00:00+00:00,181.25408935546875,181.7100067138672,184.1999969482422,180.4199981689453,182.35000610351562,78569700,175.5500030517578,172.63600158691406,1
2024-05-07 00:00:00+00:00,181.94232177734375,182.39999389648438,184.89999389648438,181.32000732421875,183.4499969482422,77305800,177.96400146484376,174.18600158691407,1
2024-05-08 00:00:00+00:00,182.281494140625,182.74000549316406,183.07000732421875,181.4499969482422,182.85000610351562,45057100,180.652001953125,175.55800170898436,1
2024-05-09 00:00:00+00:00,184.10690307617188,184.57000732421875,184.66000366210938,182.11000061035156,182.55999755859375,48983000,182.9600036621094,177.0260025024414,1
2024-05-10 00:00:00+00:00,182.83836364746094,183.0500030517578,185.08999633789062,182.1300048828125,184.89999389648438,50759500,182.89400329589844,178.4010025024414,1
2024-05-13 00:00:00+00:00,186.06463623046875,186.27999877929688,187.10000610351562,184.6199951171875,185.44000244140625,72044800,183.80800170898436,179.6790023803711,1
2024-05-14 00:00:00+00:00,187.2133026123047,187.42999267578125,188.3000030517578,186.2899932861328,187.50999450683594,52393600,184.81400146484376,181.38900146484374,1
2024-05-15 00:00:00+00:00,189.5006561279297,189.72000122070312,190.64999389648438,187.3699951171875,187.91000366210938,70400000,186.21000061035156,183.43100128173828,1
2024-05-16 00:00:00+00:00,189.62051391601562,189.83999633789062,191.10000610351562,189.66000366210938,190.47000122070312,52845200,187.26399841308594,185.11200103759765,1
2024-05-17 00:00:00+00:00,189.65048217773438,189.8699951171875,190.80999755859375,189.17999267578125,189.50999450683594,41282900,188.62799682617188,185.76100006103516,1
2024-05-20 00:00:00+00:00,190.81912231445312,191.0399932861328,191.9199981689453,189.00999450683594,189.3300018310547,44361300,189.57999572753906,186.69399871826172,1
2024-05-21 00:00:00+00:00,192.12762451171875,192.35000610351562,192.72999572753906,190.9199981689453,191.08999633789062,42309400,190.56399841308593,187.68899993896486,1
2024-05-22 00:00:00+00:00,190.67929077148438,190.89999389648438,192.82000732421875,190.27000427246094,192.27000427246094,34648500,190.79999694824218,188.50499877929687,1
2024-05-23 00:00:00+00:00,186.6639404296875,186.8800048828125,191.0,186.6300048828125,190.97999572753906,51005900,190.20799865722657,188.73599853515626,1
2024-05-24 00:00:00+00:00,189.76034545898438,189.97999572753906,190.5800018310547,188.0399932861328,188.82000732421875,36294600,190.22999877929686,189.4289978027344,1
2024-05-28 00:00:00+00:00,189.77035522460938,189.99000549316406,193.0,189.10000610351562,191.50999450683594,52280100,190.02000122070314,189.79999847412108,1
2024-05-29 00:00:00+00:00,190.0699920654297,190.2899932861328,192.25,189.50999450683594,189.61000061035156,53068000,189.60799865722657,190.08599853515625,0
2024-05-30 00:00:00+00:00,191.06883239746094,191.2899932861328,192.17999267578125,190.6300048828125,190.75999450683594,49947900,189.68599853515624,190.2429977416992,0
2024-05-31 00:00:00+00:00,192.02772521972656,192.25,192.57000732421875,189.91000366210938,191.44000244140625,75158300,190.75999755859374,190.48399810791017,1
2024-06-03 00:00:00+00:00,193.8056640625,194.02999877929688,194.99000549316406,192.52000427246094,192.89999389648438,50080500,191.56999816894532,190.8999984741211,1
2024-06-04 00:00:00+00:00,194.12530517578125,194.35000610351562,195.32000732421875,193.02999877929688,194.63999938964844,47471400,192.44199829101564,191.2309997558594,1
2024-06-05 00:00:00+00:00,195.64353942871094,195.8699951171875,196.89999389648438,194.8699951171875,195.39999389648438,54156800,193.55799865722656,191.58299865722657,1
2024-06-06 00:00:00+00:00,194.25514221191406,194.47999572753906,196.5,194.1699981689453,195.69000244140625,41181800,194.1959991455078,191.94099884033204,1
2024-06-07 00:00:00+00:00,196.66236877441406,196.88999938964844,196.94000244140625,194.13999938964844,194.64999389648438,53103900,195.1239990234375,192.94199829101564,1
2024-06-10 00:00:00+00:00,192.89671325683594,193.1199951171875,197.3000030517578,192.14999389648438,196.89999389648438,97262100,194.94199829101564,193.25599822998046,1
2024-06-11 00:00:00+00:00,206.91049194335938,207.14999389648438,207.16000366210938,193.6300048828125,193.64999389648438,172373300,197.5019958496094,194.9719970703125,1
